,location,bhk,total_sqft,bath,price,encoded_loc
7223,Ambalipura,4,2750.0,4.0,142.0,13
7224,Whitefield,2,1340.0,2.0,101.0,234
7225,Sarjapur  Road,2,984.0,2.0,59.0,203
7226,AECS Layout,2,1135.0,2.0,68.0,10
7227,Varthur,2,1155.0,2.0,39.0,226
7228,Kaggalipura,1,700.0,1.0,35.0,123
7229,Horamavu Agara,2,1150.0,2.0,42.0,101
7230,Hormavu,3,1385.0,2.0,69.25,103
7231,Kathriguppe,3,1335.0,2.0,73.43,136
7232,Bellandur,2,1015.0,2.0,60.0,43
7233,Banashankari Stage III,6,3000.0,6.0,150.0,31
7234,Electronic City,2,1108.0,2.0,63.0,77
7235,Hennur Road,3,1445.0,2.0,83.0,99
7236,Vasanthapura,2,1500.0,2.0,65.0,228
7237,Ramamurthy Nagar,1,1560.0,1.0,48.0,197
7238,KR Puram,2,1085.0,2.0,46.5,119
7239,Rachenahalli,2,1050.0,2.0,52.08,192
7240,Sarjapura - Attibele Road,3,1330.0,2.0,49.0,204
7241,Ramagondanahalli,2,845.0,2.0,45.82,196
7242,Kadugodi,3,1762.0,3.0,112.0,121
7243,Ambalipura,2,1303.0,2.0,80.0,13
7244,others,3,1560.0,2.0,125.0,240
7245,others,3,1290.0,3.0,45.33,240
7246,Bannerghatta Road,2,1237.5,2.0,49.49,37
7247,9th Phase JP Nagar,3,1780.0,3.0,88.0,9
7248,Budigere,3,1636.0,3.0,83.0,55
7249,Hennur,4,2557.0,2.0,170.0,98
7250,Sector 2 HSR Layout,2,1332.0,2.0,101.0,205
7251,others,2,1012.0,2.0,59.0,240
7252,Kengeri,2,1192.0,2.0,53.5,139
7253,Abbigere,2,795.0,2.0,32.54,11
7254,Uttarahalli,2,1213.0,2.0,48.0,225
7255,Sarjapur  Road,3,1489.0,3.0,88.0,203
7256,Sarjapur,2,1200.0,2.0,62.0,202
7257,Devanahalli,3,1200.0,2.0,55.08,68
7258,Ananth Nagar,2,1200.0,2.0,36.0,17
7259,Bannerghatta Road,3,1650.0,3.0,94.0,37
7260,Ardendale,2,1224.0,2.0,67.0,20
7261,Gunjur,2,1235.0,2.0,52.76,88
7262,Yelenahalli,2,1200.0,2.0,45.6,238
7263,Yelahanka,3,1342.0,2.0,75.0,236
7264,TC Palaya,2,1800.0,2.0,80.0,216
7265,Abbigere,2,1130.0,2.0,46.33,11
7266,Somasundara Palya,2,1186.0,2.0,72.0,211
7267,Hennur,2,1295.0,2.0,64.0,98
7268,Kudlu Gate,3,1535.0,3.0,85.0,152
7269,Bannerghatta Road,2,905.0,2.0,65.0,37
7270,Bhoganhalli,2,1447.0,2.0,75.97,46
7271,Hormavu,2,1165.0,2.0,40.0,103
7272,Kanakpura Road,2,1328.0,2.0,107.0,131
7273,others,3,1485.0,2.0,110.0,240
7274,Uttarahalli,3,1475.0,2.0,59.0,225
7275,Vidyaranyapura,2,1175.0,2.0,35.0,229
7276,Thigalarapalya,2,1245.0,2.0,100.0,219
7277,Rachenahalli,2,985.0,2.0,49.97,192
7278,Hoskote,3,1395.0,2.0,63.0,106
7279,Hoodi,1,711.0,1.0,42.65,100
7280,Electronic City,1,630.0,1.0,40.5,77
7281,others,4,2400.0,4.0,88.0,240
7282,Gottigere,2,1170.0,2.0,40.0,85
7283,Marathahalli,4,2500.0,5.0,181.0,165
7284,Gubbalala,2,1100.0,2.0,49.5,87
7285,Margondanahalli,2,900.0,2.0,55.0,166
7286,Bommasandra Industrial Area,2,1160.0,2.0,33.51,52
7287,Varthur,2,1180.0,2.0,55.0,226
7288,Tumkur Road,3,1441.0,2.0,95.0,223
7289,others,2,1115.0,2.0,50.0,240
7290,Yeshwanthpur,3,1825.0,3.0,145.0,239
7291,others,2,1489.0,2.0,101.0,240
7292,Subramanyapura,3,1278.0,3.0,62.71,214
7293,Subramanyapura,3,1223.0,2.0,42.81,214
7294,Hormavu,2,1065.0,2.0,50.92,103
7295,Whitefield,2,1190.0,2.0,64.0,234
7296,Koramangala,2,1130.0,2.0,63.0,148
7297,Banashankari,2,1430.0,2.0,87.8,29
7298,HRBR Layout,4,1900.0,3.0,90.0,91
7299,Sarjapur  Road,2,1104.0,2.0,34.22,203
7300,Begur Road,2,1240.0,2.0,45.88,42
7301,Choodasandra,2,1140.0,2.0,62.0,63
7302,Haralur Road,2,1194.0,2.0,47.0,93
7303,others,3,1464.0,3.0,56.0,240
7304,KR Puram,3,1700.0,3.0,105.0,119
7305,Old Airport Road,4,2658.0,5.0,189.0,182
7306,others,3,1600.0,2.0,90.0,240
7307,OMBR Layout,4,3400.0,4.0,275.0,181
7308,others,3,1508.0,3.0,75.0,240
7309,Balagere,1,645.0,1.0,41.0,28
7310,Hormavu,2,1046.0,2.0,60.0,103
7311,Hosa Road,2,1079.0,2.0,32.37,104
7312,Thubarahalli,2,975.0,2.0,50.0,220
7313,ISRO Layout,2,1050.0,2.0,51.0,109
7314,others,2,1200.0,2.0,38.0,240
7315,others,4,2996.0,4.0,200.0,240
7316,others,4,3400.0,4.0,200.0,240
7317,Parappana Agrahara,2,1092.0,2.0,43.0,187
7318,Hormavu,2,1400.0,2.0,75.0,103
7319,Bommanahalli,3,1416.0,2.0,85.0,50
7320,others,3,1602.0,2.0,75.0,240
7321,Electronic City,2,1100.0,2.0,41.0,77
7322,Kothanur,3,1760.0,3.0,110.0,150
7323,Marathahalli,4,3800.0,4.0,235.0,165
7324,Vasanthapura,2,1037.0,2.0,36.28,228
7325,Yeshwanthpur,3,1384.0,2.0,76.18,239
7326,others,1,551.0,1.0,30.0,240
7327,Sarjapur,2,900.0,2.0,27.98,202
7328,Anandapura,3,1415.0,2.0,74.0,16
7329,others,2,1400.0,2.0,44.8,240
7330,Kudlu,2,1030.0,2.0,75.0,151
7331,Kambipura,2,883.0,2.0,39.0,127
7332,others,1,550.0,1.0,16.0,240
7333,Anjanapura,4,1800.0,4.0,55.0,19
7334,Old Madras Road,2,1210.0,2.0,77.0,183
7335,Vishveshwarya Layout,4,2000.0,3.0,90.0,231
7336,Kanakpura Road,3,1100.0,3.0,58.0,131
7337,others,3,1780.0,3.0,100.0,240
7338,Panathur,2,1050.0,2.0,60.0,186
7339,Marathahalli,4,3951.0,4.0,230.0,165
7340,Bellandur,3,2500.0,4.0,112.0,43
7341,others,2,1050.0,2.0,49.5,240
7342,Anjanapura,3,1843.0,3.0,87.54,19
7343,Somasundara Palya,2,1186.0,2.0,76.0,211
7344,Haralur Road,1,560.0,1.0,45.0,93
7345,Narayanapura,3,2357.0,3.0,135.0,178
7346,Yelahanka,3,1823.0,3.0,103.0,236
7347,others,3,1310.0,3.0,90.0,240
7348,Varthur,3,1520.0,2.0,60.0,226
7349,Bhoganhalli,3,1610.0,3.0,74.03,46
7350,Whitefield,3,1500.0,3.0,78.57,234
7351,LB Shastri Nagar,3,1400.0,2.0,80.0,155
7352,HRBR Layout,3,1625.0,3.0,120.0,91
7353,Talaghattapura,2,1100.0,2.0,32.0,217
7354,Bannerghatta Road,2,1000.0,2.0,50.0,37
7355,Old Airport Road,4,2774.0,4.0,197.0,182
7356,Yeshwanthpur,1,994.0,2.0,54.67,239
7357,Kaggadasapura,3,1455.0,3.0,75.0,122
7358,Lakshminarayana Pura,2,1172.0,2.0,75.0,157
7359,Hennur,3,1935.0,3.0,102.0,98
7360,Rachenahalli,3,1856.0,3.0,106.0,192
7361,Uttarahalli,2,900.0,2.0,35.0,225
7362,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0,193
7363,Kudlu,2,1027.0,2.0,44.0,151
7364,Whitefield,3,1626.0,3.0,85.0,234
7365,others,2,1200.0,2.0,54.0,240
7366,Hoodi,3,1559.0,3.0,81.55,100
7367,Amruthahalli,2,1190.0,2.0,50.0,15
7368,KR Puram,2,1200.0,2.0,72.0,119
7369,Harlur,2,1174.0,2.0,74.0,94
7370,Kanakpura Road,2,1140.0,2.0,65.0,131
7371,others,3,1603.0,2.0,125.0,240
7372,Subramanyapura,3,1278.0,3.0,70.0,214
7373,Banashankari Stage III,2,1085.0,2.0,50.0,31
7374,Whitefield,2,1195.0,2.0,61.36,234
7375,others,1,450.0,1.0,30.0,240
7376,Kenchenahalli,2,1165.0,2.0,45.0,138
7377,Kanakpura Road,3,1452.0,3.0,60.0,131
7378,Sarjapur  Road,1,702.0,1.0,52.0,203
7379,Banashankari,2,1020.0,2.0,42.83,29
7380,Devanahalli,2,1340.0,2.0,65.0,68
7381,Marathahalli,2,1125.0,2.0,54.8,165
7382,others,2,1160.0,2.0,40.53,240
7383,Vidyaranyapura,2,1050.0,2.0,50.0,229
7384,JP Nagar,3,1960.0,3.0,138.0,113
7385,others,2,1200.0,3.0,52.0,240
7386,Old Airport Road,4,3496.0,4.0,262.0,182
7387,Electronic City,2,975.0,2.0,32.0,77
7388,Kudlu,3,1700.0,3.0,125.0,151
7389,others,2,1275.0,2.0,69.0,240
7390,Yeshwanthpur,1,650.0,1.0,40.0,239
7391,Kasavanhalli,2,1495.0,2.0,110.0,134
7392,Hebbal,2,1200.0,2.0,48.0,95
7393,Sarjapura - Attibele Road,5,3750.0,6.0,295.0,204
7394,Hennur Road,3,1679.0,3.0,94.86,99
7395,Kaval Byrasandra,3,1450.0,3.0,75.0,137
7396,Balagere,2,1210.0,2.0,82.0,28
7397,others,3,1300.0,2.0,51.0,240
7398,Judicial Layout,2,1165.0,2.0,49.61,118
7399,Channasandra,2,1115.0,2.0,35.8,59
7400,BTM Layout,1,450.0,1.0,20.0,25
7401,Electronics City Phase 1,2,1170.0,2.0,62.0,79
7402,Marathahalli,3,1700.0,3.0,126.0,165
7403,Malleshpalya,2,1245.0,2.0,55.0,163
7404,Kanakapura,2,1017.0,2.0,66.0,130
7405,Sarjapur  Road,2,1242.0,2.0,75.0,203
7406,Yelahanka,3,1792.0,3.0,104.0,236
7407,others,3,1275.0,3.0,55.0,240
7408,Electronic City,1,605.0,1.0,22.0,77
7409,Electronics City Phase 1,3,1450.0,3.0,79.0,79
7410,Bommenahalli,3,1232.0,3.0,96.0,53
7411,Laggere,5,1800.0,5.0,70.0,156
7412,others,1,900.0,1.0,52.3,240
7413,Kaggadasapura,2,1200.0,2.0,40.0,122
7414,Uttarahalli,2,1065.0,2.0,42.6,225
7415,others,2,1075.0,2.0,48.38,240
7416,others,2,780.0,2.0,31.0,240
7417,7th Phase JP Nagar,2,1070.0,2.0,42.79,7
7418,Haralur Road,3,1464.0,3.0,56.0,93
7419,Ramagondanahalli,3,1910.0,3.0,150.0,196
7420,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0,193
7421,Bhoganhalli,4,2439.0,5.0,170.0,46
7422,others,2,1088.0,2.0,43.5,240
7423,Harlur,2,1174.0,2.0,78.0,94
7424,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8,193
7425,Kaggadasapura,2,1045.0,2.0,55.0,122
7426,Yelahanka,2,1304.0,2.0,69.97,236
7427,Whitefield,2,1100.0,2.0,65.0,234
7428,Hennur Road,3,1482.0,2.0,68.9,99
7429,Devanahalli,3,2125.0,3.0,107.0,68
7430,Parappana Agrahara,2,1194.0,2.0,45.0,187
7431,Kengeri,2,1200.0,2.0,42.0,139
7432,others,2,1070.0,2.0,32.99,240
7433,Whitefield,2,1100.0,2.0,46.5,234
7434,Whitefield,3,1270.0,2.0,65.0,234
7435,others,2,1000.0,2.0,31.0,240
7436,Vittasandra,2,1246.0,2.0,69.0,233
7437,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77,193
7438,Thanisandra,2,1185.0,2.0,42.0,218
7439,Gubbalala,2,1060.0,2.0,46.0,87
7440,Kaikondrahalli,2,991.0,2.0,64.0,124
7441,Thanisandra,1,662.0,1.0,38.0,218
7442,others,3,1400.0,2.0,78.0,240
7443,Talaghattapura,3,1575.0,3.0,80.0,217
7444,Ananth Nagar,3,1319.0,3.0,42.0,17
7445,Electronics City Phase 1,2,940.0,2.0,48.0,79
7446,Singasandra,1,600.0,1.0,45.0,210
7447,Bharathi Nagar,2,1349.0,2.0,56.7,45
7448,HSR Layout,3,1844.0,3.0,95.0,92
7449,Sarjapur  Road,3,2275.0,4.0,185.0,203
7450,Varthur Road,2,1140.0,2.0,49.11,227
7451,Banashankari,3,1372.0,2.0,48.02,29
7452,others,3,1455.0,2.0,45.0,240
7453,Hebbal,2,1100.0,2.0,38.0,95
7454,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47,193
7455,others,3,1475.0,3.0,80.0,240
7456,Haralur Road,2,1243.0,2.0,46.0,93
7457,Yeshwanthpur,3,1855.0,3.0,140.0,239
7458,Kudlu Gate,3,1850.0,3.0,120.0,152
7459,Marathahalli,3,1315.0,2.0,60.0,165
7460,Whitefield,2,1216.0,2.0,73.0,234
7461,others,3,1721.0,3.0,93.0,240
7462,Sonnenahalli,2,1059.0,2.0,62.0,213
7463,Kadubeesanahalli,2,1184.0,2.0,55.0,120
7464,others,3,1480.0,3.0,75.0,240
7465,Kodigehalli,2,635.0,1.0,28.0,144
7466,JP Nagar,4,1500.0,2.0,87.0,113
7467,Hosa Road,2,1143.0,2.0,34.2,104
7468,Kanakpura Road,4,3170.0,4.0,250.0,131
7469,Kothannur,3,1485.0,2.0,59.4,149
7470,Hennur,3,1655.0,2.0,70.5,98
7471,2nd Phase Judicial Layout,2,900.0,2.0,41.0,2
7472,Somasundara Palya,3,1600.0,3.0,69.0,211
7473,others,2,1163.0,2.0,68.0,240
7474,Hennur Road,3,1654.0,3.0,97.8,99
7475,others,1,801.0,1.0,33.645,240
7476,Bellandur,3,1685.0,3.0,101.0,43
7477,Banashankari,3,1540.0,3.0,80.0,29
7478,Thanisandra,2,1265.0,2.0,72.0,218
7479,Kasavanhalli,3,1200.0,2.0,38.4,134
7480,others,3,1300.0,2.0,80.0,240
7481,Sultan Palaya,2,1009.0,2.0,65.0,215
7482,others,3,1540.0,3.0,65.0,240
7483,Bellandur,3,1735.0,3.0,105.0,43
7484,Electronic City,2,1142.0,2.0,35.0,77
7485,others,3,1215.0,2.0,46.8,240
7486,Electronic City,2,1070.0,2.0,48.0,77
7487,Electronic City Phase II,2,1125.0,2.0,32.49,78
7488,Bommasandra Industrial Area,2,1125.0,2.0,32.49,52
7489,Kasavanhalli,2,1575.0,2.0,85.0,134
7490,Hosa Road,2,1360.0,2.0,77.61,104
7491,Haralur Road,3,1710.0,3.0,85.0,93
7492,Electronic City Phase II,2,1200.0,2.0,34.65,78
7493,Bannerghatta Road,4,2185.0,3.0,120.0,37
7494,others,4,2400.0,4.0,135.0,240
7495,Banashankari,2,1195.0,2.0,35.84,29
7496,Vittasandra,2,1246.0,2.0,67.0,233
7497,Bannerghatta Road,2,1012.0,2.0,45.0,37
7498,others,2,998.0,2.0,65.0,240
7499,7th Phase JP Nagar,2,1130.0,2.0,85.0,7
7500,Karuna Nagar,3,1354.0,2.0,98.0,133
7501,Brookefield,2,1389.0,2.0,94.0,54
7502,Sarjapur,4,2970.0,3.0,130.0,202
7503,Lakshminarayana Pura,2,1172.0,2.0,75.0,157
7504,Kaggadasapura,3,1495.0,3.0,60.0,122
7505,Varthur,2,1738.0,2.0,57.35,226
7506,Dodda Nekkundi,2,1315.0,2.0,50.0,70
7507,Marathahalli,2,1270.0,2.0,73.0,165
7508,Electronic City Phase II,2,1160.0,2.0,52.2,78
7509,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0,193
7510,Rayasandra,1,470.0,1.0,21.0,198
7511,others,2,1040.0,2.0,78.0,240
7512,others,3,1215.0,2.0,50.0,240
7513,Whitefield,2,1135.0,2.0,58.0,234
7514,8th Phase JP Nagar,3,1224.0,2.0,48.95,8
7515,Budigere,1,664.0,1.0,34.0,55
7516,Electronic City,3,1160.0,2.0,42.0,77
7517,Bommasandra Industrial Area,3,1220.0,2.0,35.2,52
7518,Bharathi Nagar,2,1328.0,2.0,69.0,45
7519,others,2,975.0,2.0,45.0,240
7520,Malleshwaram,2,900.0,2.0,72.0,164
7521,others,2,1330.0,2.0,80.0,240
7522,Rajiv Nagar,4,2330.0,5.0,175.0,195
7523,Munnekollal,3,1222.0,3.0,95.0,169
7524,Sarjapur  Road,3,2100.0,3.0,135.0,203
7525,others,3,1320.0,2.0,95.0,240
7526,others,5,8000.0,5.0,550.0,240
7527,Uttarahalli,3,1330.0,2.0,46.55,225
7528,Hosur Road,4,2000.0,4.0,130.0,107
7529,Electronic City Phase II,2,1244.0,2.0,55.0,78
7530,others,2,1000.0,2.0,50.0,240
7531,others,3,1400.0,3.0,45.0,240
7532,others,2,1000.0,2.0,35.0,240
7533,Uttarahalli,3,1250.0,2.0,50.0,225
7534,Hebbal,4,2630.0,5.0,188.0,95
7535,others,2,1225.0,2.0,48.0,240
7536,Hebbal,4,2790.0,5.0,198.0,95
7537,Seegehalli,3,1683.0,3.0,80.0,207
7538,Yelahanka,2,1250.0,2.0,54.0,236
7539,Kaggalipura,3,1150.0,2.0,57.5,123
7540,Kaggadasapura,3,1654.0,3.0,70.0,122
7541,others,4,4500.0,3.0,225.0,240
7542,Kadugodi,3,1890.0,4.0,125.0,121
7543,Kasavanhalli,2,1069.0,2.0,55.0,134
7544,Hormavu,3,2400.0,3.0,177.0,103
7545,7th Phase JP Nagar,3,1680.0,3.0,130.0,7
7546,Sarjapur  Road,3,1700.0,3.0,93.5,203
7547,others,4,2200.0,2.0,150.0,240
7548,Thanisandra,3,1595.0,3.0,105.0,218
7549,Hennur Road,3,1480.0,3.0,100.0,99
7550,Banashankari,3,1683.0,3.0,115.0,29
7551,Banaswadi,2,1340.0,2.0,73.0,34
7552,others,3,1100.0,3.0,53.0,240
7553,Whitefield,2,1185.0,2.0,56.0,234
7554,Haralur Road,3,1730.0,3.0,95.0,93
7555,Hennur Road,3,1450.0,3.0,88.6,99
7556,Sarjapur  Road,3,1862.0,4.0,110.0,203
7557,Hoodi,1,863.0,1.0,40.55,100
7558,others,2,1170.0,2.0,50.0,240
7559,others,2,1075.0,2.0,50.0,240
7560,Kodichikkanahalli,2,1060.0,2.0,34.0,142
7561,Sarjapur,2,850.0,2.0,32.0,202
7562,others,2,935.0,2.0,45.9,240
7563,Gollarapalya Hosahalli,4,1905.0,3.0,86.0,84
7564,Uttarahalli,2,1125.0,2.0,47.0,225
7565,Chikkabanavar,4,1500.0,4.0,105.0,61
7566,Bannerghatta Road,3,1725.0,3.0,85.0,37
7567,others,2,1120.0,2.0,36.0,240
7568,Brookefield,3,1750.0,2.0,75.0,54
7569,7th Phase JP Nagar,3,2000.0,3.0,77.0,7
7570,Koramangala,3,1745.0,3.0,98.0,148
7571,Uttarahalli,3,1270.0,2.0,55.25,225
7572,Iblur Village,5,5384.0,5.0,420.0,111
7573,Sahakara Nagar,2,1180.0,2.0,72.0,199
7574,others,2,1130.0,2.0,75.0,240
7575,Old Airport Road,4,2774.0,4.0,197.0,182
7576,Ardendale,3,1723.0,3.0,95.0,20
7577,Mysore Road,2,1175.0,2.0,70.5,171
7578,Ambalipura,3,1607.0,2.0,112.0,13
7579,others,2,1334.0,2.0,62.0,240
7580,Vishwapriya Layout,5,2800.0,5.0,130.0,232
7581,Bannerghatta,2,1113.0,2.0,70.0,36
7582,9th Phase JP Nagar,3,1300.0,2.0,58.0,9
7583,Sahakara Nagar,2,1200.0,2.0,60.0,199
7584,Whitefield,4,2956.0,5.0,234.0,234
7585,Panathur,2,1398.0,2.0,97.0,186
7586,Margondanahalli,2,1152.0,1.0,66.0,166
7587,Nagavara,2,1110.0,2.0,44.95,176
7588,Devarachikkanahalli,2,1116.0,2.0,47.0,69
7589,Babusapalaya,2,1061.0,2.0,33.84,26
7590,7th Phase JP Nagar,3,1300.0,2.0,52.0,7
7591,Yelahanka,2,1270.0,2.0,57.0,236
7592,others,2,966.0,2.0,50.0,240
7593,others,3,1630.0,3.0,131.0,240
7594,Amruthahalli,2,1202.0,2.0,65.0,15
7595,Jakkur,2,1300.0,2.0,80.0,114
7596,Electronic City,3,1360.0,2.0,70.0,77
7597,Hennur Road,2,1155.0,2.0,69.18,99
7598,Hulimavu,2,1011.0,2.0,38.0,108
7599,HSR Layout,2,1203.0,2.0,72.0,92
7600,Hebbal,3,1645.0,3.0,113.0,95
7601,Horamavu Agara,3,1364.0,2.0,50.0,101
7602,Anekal,2,1200.0,1.0,36.0,18
7603,others,1,1050.0,2.0,41.0,240
7604,Kothanur,3,1365.0,3.0,66.0,150
7605,Jigani,3,1252.0,3.0,70.0,117
7606,Jigani,3,1221.0,3.0,65.0,117
7607,Panathur,2,1065.0,2.0,58.0,186
7608,Uttarahalli,3,1270.0,2.0,55.25,225
7609,Sahakara Nagar,2,1032.0,2.0,45.0,199
7610,Sector 2 HSR Layout,3,1515.0,2.0,69.0,205
7611,others,2,1427.0,2.0,52.0,240
7612,Magadi Road,2,940.0,2.0,50.0,159
7613,Bannerghatta Road,3,1460.0,2.0,80.0,37
7614,Sarjapur  Road,3,2275.0,4.0,175.0,203
7615,9th Phase JP Nagar,3,1522.0,3.0,90.0,9
7616,Thanisandra,2,1185.0,2.0,42.67,218
7617,Banashankari,3,1800.0,3.0,125.0,29
7618,Electronics City Phase 1,2,940.0,2.0,44.0,79
7619,Marathahalli,3,1530.0,3.0,71.0,165
7620,others,2,1050.0,2.0,48.0,240
7621,Subramanyapura,2,929.0,2.0,49.0,214
7622,Banjara Layout,4,3750.0,5.0,145.0,35
7623,Whitefield,3,1530.0,3.0,75.0,234
7624,others,2,900.0,2.0,48.0,240
7625,Vasanthapura,2,978.0,2.0,34.22,228
7626,Ambalipura,1,770.0,1.0,43.82,13
7627,Kaval Byrasandra,2,1066.0,2.0,55.0,137
7628,Electronic City,1,635.0,1.0,28.0,77
7629,Whitefield,2,1015.0,2.0,45.0,234
7630,Hebbal,2,1175.0,2.0,54.05,95
7631,Vidyaranyapura,2,1188.0,2.0,50.0,229
7632,others,1,620.0,1.0,25.0,240
7633,others,2,1210.0,2.0,75.0,240
7634,Rajaji Nagar,3,1500.0,2.0,99.0,194
7635,Thanisandra,2,1185.0,2.0,43.66,218
7636,Basavangudi,3,1600.0,3.0,130.0,38
7637,Yelahanka,2,1300.0,2.0,69.23,236
7638,Kasavanhalli,2,1100.0,2.0,68.0,134
7639,Ambalipura,2,860.0,2.0,28.93,13
7640,Panathur,2,1007.0,2.0,64.0,186
7641,Akshaya Nagar,2,1100.0,2.0,48.0,12
7642,Whitefield,2,1187.0,2.0,38.0,234
7643,R.T. Nagar,2,1150.0,2.0,72.0,191
7644,others,2,1180.0,2.0,41.94,240
7645,Budigere,3,1820.0,3.0,85.2,55
7646,KR Puram,4,3628.0,4.0,246.0,119
7647,others,3,1430.0,3.0,70.0,240
7648,Kanakpura Road,2,700.0,2.0,40.0,131
7649,others,2,1200.0,1.0,70.0,240
7650,Old Madras Road,2,1165.0,2.0,40.77,183
7651,Jalahalli,3,1569.0,3.0,118.0,115
7652,others,3,1950.0,4.0,95.0,240
7653,others,2,1200.0,3.0,70.0,240
7654,Yelahanka New Town,3,2437.0,3.0,125.0,237
7655,Marathahalli,2,950.0,2.0,46.7,165
7656,Bellandur,3,1685.0,3.0,115.0,43
7657,Green Glen Layout,4,3270.0,4.0,205.0,86
7658,others,3,1250.0,3.0,40.0,240
7659,others,2,1130.0,2.0,68.0,240
7660,Whitefield,3,2247.0,3.0,145.0,234
7661,Marathahalli,3,1550.0,3.0,85.0,165
7662,Hoodi,3,1715.0,2.0,100.0,100
7663,Hennur Road,2,1053.0,2.0,53.0,99
7664,Begur Road,3,1200.0,3.0,50.0,42
7665,Chikkabanavar,5,2400.0,4.0,97.0,61
7666,others,2,1245.0,1.0,60.0,240
7667,Whitefield,4,3940.0,5.0,265.0,234
7668,Thanisandra,3,1241.0,2.0,65.0,218
7669,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0,193
7670,others,3,1390.0,2.0,50.0,240
7671,Kanakpura Road,3,1100.0,2.0,52.97,131
7672,Koramangala,2,1350.0,2.0,103.0,148
7673,others,2,800.0,2.0,55.0,240
7674,Sarjapur  Road,3,1787.0,3.0,116.0,203
7675,Sarjapur  Road,3,1691.0,3.0,93.01,203
7676,Bhoganhalli,4,2119.0,4.0,111.0,46
7677,Chikka Tirupathi,3,2325.0,3.0,95.0,60
7678,Akshaya Nagar,3,1896.0,3.0,102.0,12
7679,Banashankari Stage V,3,1540.0,3.0,48.51,32
7680,others,2,1244.0,2.0,95.0,240
7681,Hormavu,3,1365.0,2.0,65.0,103
7682,Thanisandra,1,580.0,1.0,27.5,218
7683,Hebbal,3,1355.0,3.0,83.87,95
7684,8th Phase JP Nagar,2,1513.0,2.0,62.0,8
7685,Banashankari,2,1175.0,2.0,41.13,29
7686,Thanisandra,3,2087.0,4.0,139.0,218
7687,Talaghattapura,3,2273.0,3.0,145.0,217
7688,Thanisandra,3,2050.0,3.0,150.0,218
7689,others,2,1200.0,2.0,75.0,240
7690,Whitefield,2,1190.0,2.0,59.0,234
7691,Marathahalli,2,1019.0,2.0,49.86,165
7692,Thigalarapalya,3,1830.0,3.0,133.0,219
7693,Sarjapur  Road,2,1028.0,2.0,56.0,203
7694,Old Madras Road,2,1300.0,2.0,100.0,183
7695,Whitefield,2,1160.0,2.0,67.0,234
7696,Mahadevpura,3,1505.0,3.0,78.0,160
7697,Kogilu,2,1250.0,2.0,55.55,146
7698,Sarjapur,2,1175.0,2.0,41.68,202
7699,others,2,1100.0,2.0,57.6,240
7700,others,3,2159.0,3.0,120.0,240
7701,Devanahalli,2,1230.0,2.0,56.45,68
7702,others,5,3100.0,6.0,165.0,240
7703,others,1,1200.0,1.0,48.0,240
7704,others,2,1340.0,2.0,71.0,240
7705,Banashankari,3,1750.0,2.0,89.0,29
7706,Banashankari Stage II,2,1400.0,2.0,100.0,30
7707,Nagarbhavi,3,1350.0,3.0,60.0,174
7708,others,3,1675.0,3.0,62.0,240
7709,Thanisandra,2,1340.0,2.0,66.33,218
7710,Hulimavu,2,1276.0,2.0,76.0,108
7711,Ramagondanahalli,3,1738.0,2.0,76.0,196
7712,others,2,1190.0,2.0,59.9,240
7713,Electronic City,2,1128.0,2.0,65.45,77
7714,others,2,1250.0,2.0,55.0,240
7715,others,2,1450.0,2.0,90.0,240
7716,Kudlu,2,1084.0,2.0,53.0,151
7717,Kaggadasapura,4,2150.0,4.0,90.0,122
7718,Hosur Road,2,1250.0,2.0,65.0,107
7719,Begur,3,1304.0,3.0,65.0,41
7720,7th Phase JP Nagar,2,980.0,2.0,77.44,7
7721,others,2,1275.0,2.0,49.5,240
7722,Banjara Layout,3,2500.0,4.0,140.0,35
7723,others,4,3600.0,4.0,225.0,240
7724,Anekal,3,2400.0,4.0,95.0,18
7725,Kanakpura Road,3,1450.0,2.0,70.18,131
7726,Electronic City,2,890.0,2.0,40.0,77
7727,Bannerghatta Road,2,1340.0,2.0,85.0,37
7728,Vidyaranyapura,3,1100.0,2.0,75.0,229
7729,Kengeri,2,750.0,2.0,40.0,139
7730,Akshaya Nagar,2,1300.0,2.0,66.0,12
7731,others,3,1900.0,2.0,92.0,240
7732,Kanakpura Road,2,1299.0,2.0,105.0,131
7733,others,3,1250.0,3.0,40.0,240
7734,others,2,925.0,2.0,55.0,240
7735,others,3,3900.0,3.0,250.0,240
7736,Uttarahalli,2,1107.0,2.0,45.0,225
7737,Electronics City Phase 1,2,1300.0,2.0,67.0,79
7738,others,3,1715.0,3.0,95.0,240
7739,Uttarahalli,2,1200.0,2.0,55.0,225
7740,Talaghattapura,2,921.0,2.0,29.47,217
7741,Marathahalli,2,1144.0,2.0,65.0,165
7742,Kanakpura Road,1,525.0,1.0,26.01,131
7743,others,3,1400.0,2.0,56.0,240
7744,Balagere,1,661.0,1.0,33.0,28
7745,Yelahanka,3,1705.0,3.0,91.0,236
